source_csv_row,SMILES,pka_value,canonical_smiles,MW,logP,TPSA,HBA,HBD,rotatable_bonds,aromatic_rings,FractionCSP3,formal_charge,acid_type,acid_group_count,local_heteroatom_count,nearest_heteroatom_distance,local_conjugation,error,cv_fold,predicted_pka_value,residual_pka_value
619,O=C(O)C1C2CCC(C2)C1C(=O)O,4.02,O=C(O)C1C2CCC(C2)C1C(=O)O,184.191,0.8179,74.6,2,2,2,0,0.777778,0,0,2,2,4,2,,3,3.771779111111115,0.2482208888888846
620,O=C(O)C1C2CCC(CC2)C1C(=O)O,4.26,O=C(O)C1C2CCC(CC2)C1C(=O)O,198.218,1.208,74.6,2,2,2,0,0.8,0,0,2,2,4,2,,2,4.279127666666665,-0.0191276666666651
621,O=C(O)C1C2CCC(O2)C1C(=O)O,3.46,O=C(O)C1C2CCC(O2)C1C(=O)O,186.163,-0.0508,83.83,3,2,2,0,0.75,0,0,2,2,4,2,,4,5.723634450000005,-2.263634450000005
622,O=C(O)C1CC(O)C(O)C(O)C1,4.32,O=C(O)C1CC(O)C(O)C(O)C1,176.168,-1.4363,97.99,4,4,1,0,0.857143,0,0,1,1,2,1,,3,8.352841480000004,-4.032841480000004
623,O=C(O)C1CC2C=CC1(C(=O)O)CC2,3.85,O=C(O)C1CC2C=CC1(C(=O)O)CC2,196.202,1.1281,74.6,2,2,2,0,0.6,0,0,2,2,4,2,,1,3.1282685599999995,0.7217314400000006
624,O=C(O)C1CCCC(C(=O)O)N1,10.12,O=C(O)C1CCCC(C(=O)O)N1,173.168,-0.3337,86.63,3,3,2,0,0.714286,0,0,2,2,4,2,,3,3.76137156507937,6.358628434920629
625,O=C(O)C1CCCCC1,4.895,O=C(O)C1CCCCC1,128.171,1.6513,37.3,1,1,1,0,0.857143,0,0,1,1,2,1,,4,4.694797333333336,0.2002026666666632
626,O=C(O)C1CCCCC1O,4.0,O=C(O)C1CCCCC1O,144.17,0.6221,57.53,2,2,1,0,0.857143,0,0,1,1,2,1,,4,5.142495566666703,-1.1424955666667032
627,O=C(O)C1CSCN1,6.08,O=C(O)C1CSCN1,133.172,-0.2665,49.33,3,2,1,0,0.75,0,0,1,1,2,1,,1,7.838661318888894,-1.758661318888894
628,O=C(O)C=C(Cl)c1ccccc1,3.56,O=C(O)C=C(Cl)c1ccccc1,182.606,2.3509,37.3,1,1,2,1,0.0,0,0,1,1,2,1,,1,3.9511733777777787,-0.3911733777777786
629,O=C(O)C=C=Cc1ccccc1,3.7,O=C(O)C=C=Cc1ccccc1,160.172,1.9395,37.3,1,1,2,1,0.0,0,0,1,1,2,1,,4,4.047698571428562,-0.34769857142856164
630,O=C(O)C=Cc1ccc(O)c(O)c1,4.555,O=C(O)C=Cc1ccc(O)c(O)c1,180.159,1.1956,77.76,3,3,2,1,0.0,0,0,1,1,2,1,,4,3.3876411287698387,1.167358871230161
631,O=C(O)CBr,3.093666666666666,O=C(O)CBr,138.948,0.4659,37.3,1,1,1,0,0.5,0,0,1,1,2,1,,2,2.3255635833333406,0.7681030833333256
632,O=C(O)CC#Cc1ccccc1,3.44,O=C(O)CC#Cc1ccccc1,160.172,1.5128,37.3,1,1,1,1,0.1,0,0,1,1,2,1,,3,3.8165006742063516,-0.3765006742063517
633,O=C(O)CC(=O)C(=O)O,2.22,O=C(O)CC(=O)C(=O)O,132.071,-0.8852,91.67,3,2,3,0,0.25,0,0,2,2,4,2,,2,3.7884846492063375,-1.5684846492063373
634,O=C(O)CC(=O)O,2.959142857142857,O=C(O)CC(=O)O,104.061,-0.4543,74.6,2,2,2,0,0.333333,0,0,2,2,4,2,,4,5.0171767422222215,-2.0580338850793645
635,O=C(O)CC(C(=O)O)C(O)C(=O)O,3.287,O=C(O)CC(C(=O)O)C(O)C(=O)O,192.123,-1.3926,132.13,4,4,5,0,0.5,0,0,3,3,6,3,,1,3.816568071428554,-0.529568071428554
636,O=C(O)CC(CC(=O)O)(c1ccccc1)c1ccccc1,4.02,O=C(O)CC(CC(=O)O)(c1ccccc1)c1ccccc1,284.311,2.9221,74.6,2,2,6,2,0.176471,0,0,2,2,4,2,,3,3.9474413333333263,0.07255866666667332
637,O=C(O)CC(CC(=O)O)c1ccccc1,4.28,O=C(O)CC(CC(=O)O)c1ccccc1,208.213,1.7196,74.6,2,2,5,1,0.272727,0,0,2,2,4,2,,1,2.9685507682539756,1.3114492317460247
638,O=C(O)CC(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)O,3.03,O=C(O)CC(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)O,281.133,-0.9641,204.02,8,2,8,0,0.666667,0,0,2,2,4,2,,1,5.69773924603172,-2.66773924603172
639,O=C(O)CC(NCc1ccccc1)C(=O)O,3.34,O=C(O)CC(NCc1ccccc1)C(=O)O,223.228,0.7041,86.63,3,3,6,1,0.272727,0,0,2,2,4,2,,4,6.8577729761904775,-3.5177729761904777
640,O=C(O)CC(O)(CC(=O)O)C(=O)O,3.035,O=C(O)CC(O)(CC(=O)O)C(=O)O,192.123,-1.2485,132.13,4,4,5,0,0.5,0,0,3,3,6,3,,1,3.7802523571428446,-0.7452523571428444
641,O=C(O)CC(O)C(=O)O,3.22725,O=C(O)CC(O)C(=O)O,134.087,-1.0934,94.83,3,3,3,0,0.5,0,0,2,2,4,2,,4,4.146118390476186,-0.9188683904761858
642,O=C(O)CC(S)C(=O)O,2.8475,O=C(O)CC(S)C(=O)O,150.155,-0.1559,74.6,3,3,3,0,0.5,0,0,2,2,4,2,,4,4.629980371428571,-1.782480371428571
643,O=C(O)CCBr,4.04,O=C(O)CCBr,152.975,0.856,37.3,1,1,2,0,0.666667,0,0,1,1,2,1,,4,3.175072126666661,0.8649278733333392
644,O=C(O)CCC(=O)O,4.2738,O=C(O)CCC(=O)O,118.088,-0.0642,74.6,2,2,3,0,0.5,0,0,2,2,4,2,,5,3.469628499999993,0.8041715000000065
645,O=C(O)CCC(CCC(=O)O)C(=O)O,3.99,O=C(O)CCC(CCC(=O)O)C(=O)O,204.178,0.4168,111.9,3,3,7,0,0.625,0,0,3,3,6,3,,2,3.768354476190466,0.22164552380953406
646,O=C(O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3.64,O=C(O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],223.097,-0.6649,166.72,7,1,6,0,0.75,0,0,1,1,2,1,,3,3.5373697333333087,0.1026302666666914
647,O=C(O)CCCC(=O)O,4.25,O=C(O)CCCC(=O)O,132.115,0.3259,74.6,2,2,4,0,0.6,0,0,2,2,4,2,,4,3.444668213333311,0.8053317866666889
648,O=C(O)CCCCC(=O)O,4.386666666666667,O=C(O)CCCCC(=O)O,146.142,0.716,74.6,2,2,5,0,0.666667,0,0,2,2,4,2,,5,3.8032758876190402,0.5833907790476265
649,O=C(O)CCCCCC(=O)O,4.484999999999999,O=C(O)CCCCCC(=O)O,160.169,1.1061,74.6,2,2,6,0,0.714286,0,0,2,2,4,2,,5,3.551665179999991,0.9333348200000082
650,O=C(O)CCCCCCC(=O)O,4.53,O=C(O)CCCCCCC(=O)O,174.196,1.4962,74.6,2,2,7,0,0.75,0,0,2,2,4,2,,4,3.5174266666666645,1.0125733333333358
651,O=C(O)CCCCCCCC(=O)O,4.56,O=C(O)CCCCCCCC(=O)O,188.223,1.8863,74.6,2,2,8,0,0.777778,0,0,2,2,4,2,,2,3.431231000000004,1.1287689999999957
652,O=C(O)CCCCCCCCC(=O)O,4.49,O=C(O)CCCCCCCCC(=O)O,202.25,2.2764,74.6,2,2,9,0,0.8,0,0,2,2,4,2,,1,3.4016393333333412,1.088360666666659
653,O=C(O)CCCl,4.005,O=C(O)CCCl,108.524,0.6999,37.3,1,1,2,0,0.666667,0,0,1,1,2,1,,4,3.3830616666666766,0.6219383333333233
654,O=C(O)CCN(CC(=O)O)CC(=O)O,3.71,O=C(O)CCN(CC(=O)O)CC(=O)O,205.166,-1.0677,115.14,4,3,7,0,0.571429,0,0,3,3,6,3,,2,4.051263833333341,-0.34126383333334065
655,O=C(O)CCN(CC(=O)O)CP(=O)(O)O,2.72,O=C(O)CCN(CC(=O)O)CP(=O)(O)O,241.136,-1.0171,135.37,4,4,7,0,0.666667,0,0,2,2,4,2,,2,5.12310166666666,-2.4031016666666596
656,O=C(O)CCN(F)F,3.74,O=C(O)CCN(F)F,125.074,0.5321,40.54,2,1,3,0,0.666667,0,0,1,1,2,1,,5,4.542128666666663,-0.8021286666666629
657,O=C(O)CCNC(=S)C(=S)NCCC(=O)O,3.76,O=C(O)CCNC(=S)C(=S)NCCC(=O)O,264.328,-0.2302,98.66,4,4,6,0,0.5,0,0,2,2,4,2,,1,5.133414880952379,-1.373414880952379
658,O=C(O)CCOc1ccccc1,4.32,O=C(O)CCOc1ccccc1,166.176,1.5401,46.53,2,1,4,1,0.222222,0,0,1,1,2,1,,2,4.435528699206347,-0.11552869920634645
659,O=C(O)CCP(CCC(=O)O)CCC(=O)O,3.81,O=C(O)CCP(CCC(=O)O)CCC(=O)O,250.187,0.8924,111.9,3,3,9,0,0.666667,0,0,3,3,6,3,,1,3.9326646444444506,-0.12266464444445058
660,O=C(O)CCS,4.38,O=C(O)CCS,106.146,0.3909,37.3,2,2,2,0,0.666667,0,0,1,1,2,1,,4,5.4051388394383535,-1.0251388394383536
661,O=C(O)CCSCCC(=O)O,3.84,O=C(O)CCSCCC(=O)O,178.209,0.669,74.6,3,2,6,0,0.666667,0,0,2,2,4,2,,4,3.8304934666666615,0.009506533333338396
662,O=C(O)CCc1ccc(Cl)cc1,4.66,O=C(O)CCc1ccc(Cl)cc1,184.622,2.3572,37.3,1,1,3,1,0.222222,0,0,1,1,2,1,,3,3.9501380619047617,0.7098619380952385
663,O=C(O)CCc1ccc([N+](=O)[O-])cc1,4.54,O=C(O)CCc1ccc([N+](=O)[O-])cc1,195.174,1.612,80.44,3,1,4,1,0.222222,0,0,1,1,2,1,,5,4.292643049206346,0.24735695079365438
664,O=C(O)CCc1cccc([N+](=O)[O-])c1,4.53,O=C(O)CCc1cccc([N+](=O)[O-])c1,195.174,1.612,80.44,3,1,4,1,0.222222,0,0,1,1,2,1,,1,4.260260028571411,0.2697399714285895
665,O=C(O)CCc1ccccc1,4.688,O=C(O)CCc1ccccc1,150.177,1.7038,37.3,1,1,3,1,0.222222,0,0,1,1,2,1,,5,4.201579573412688,0.486420426587312
666,O=C(O)CCc1ccccc1Br,4.58,O=C(O)CCc1ccccc1Br,229.073,2.4663,37.3,1,1,3,1,0.222222,0,0,1,1,2,1,,1,3.5658483411255477,1.0141516588744524
667,O=C(O)CCc1ccccc1F,4.6,O=C(O)CCc1ccccc1F,168.167,1.8429,37.3,1,1,3,1,0.222222,0,0,1,1,2,1,,3,4.223151150000008,0.376848849999992
668,O=C(O)CCc1ccccc1O,4.75,O=C(O)CCc1ccccc1O,166.176,1.4094,57.53,2,2,3,1,0.222222,0,0,1,1,2,1,,4,4.429262045238092,0.32073795476190803
669,O=C(O)CCc1ncc[nH]1,7.56,O=C(O)CCc1ncc[nH]1,140.142,0.4269,65.98,2,2,3,1,0.333333,0,0,1,1,2,1,,3,6.631169843650811,0.9288301563491883
670,O=C(O)CCl,2.934,O=C(O)CCl,94.497,0.3098,37.3,1,1,1,0,0.5,0,0,1,1,2,1,,3,4.130361333333322,-1.1963613333333214
671,O=C(O)CF,2.8113333333333337,O=C(O)CF,78.042,0.0405,37.3,1,1,1,0,0.5,0,0,1,1,2,1,,4,3.307337241904761,-0.4960039085714274
672,O=C(O)CI,3.324666666666667,O=C(O)CI,185.948,0.506,37.3,1,1,1,0,0.5,0,0,1,1,2,1,,2,2.719086475000002,0.605580191666665
673,O=C(O)CN(CC(=O)O)C1CCCCC1,2.22,O=C(O)CN(CC(=O)O)C1CCCCC1,215.249,0.7903,77.84,3,2,5,0,0.8,0,0,2,2,4,2,,4,3.917179733333331,-1.6971797333333307
674,O=C(O)CN(CC(=O)O)CC(=O)Nc1ccc(Br)cc1,2.2,O=C(O)CN(CC(=O)O)CC(=O)Nc1ccc(Br)cc1,345.149,0.8588,106.94,4,3,7,1,0.25,0,0,2,2,4,2,,4,5.2462219142857185,-3.0462219142857183
675,O=C(O)CN(CC(=O)O)CC(=O)c1ccccc1,1.875,O=C(O)CN(CC(=O)O)CC(=O)c1ccccc1,251.238,0.3405,94.91,4,2,7,1,0.25,0,0,2,2,4,2,,4,6.337354166666668,-4.462354166666668
676,O=C(O)CN(CC(=O)O)CC(=O)c1cccs1,7.46,O=C(O)CN(CC(=O)O)CC(=O)c1cccs1,257.267,0.402,94.91,5,2,7,1,0.3,0,0,2,2,4,2,,5,5.175789790476187,2.2842102095238133
677,O=C(O)CN(CC(=O)O)Cc1ccc([N+](=O)[O-])cc1,7.65,O=C(O)CN(CC(=O)O)Cc1ccc([N+](=O)[O-])cc1,268.225,0.566,120.98,5,2,7,1,0.272727,0,0,2,2,4,2,,2,7.20125733333332,0.4487426666666803
678,O=C(O)CN(CC(=O)O)Cc1ccccc1,2.2375,O=C(O)CN(CC(=O)O)Cc1ccccc1,223.228,0.6578,77.84,3,2,6,1,0.272727,0,0,2,2,4,2,,4,4.612071722222215,-2.374571722222215
679,O=C(O)CN(CC(=O)O)Cc1ccccc1[N+](=O)[O-],8.29,O=C(O)CN(CC(=O)O)Cc1ccccc1[N+](=O)[O-],268.225,0.566,120.98,5,2,7,1,0.272727,0,0,2,2,4,2,,3,6.549615200000041,1.7403847999999584
680,O=C(O)CN(CC(=O)O)Cc1ccccn1,8.215,O=C(O)CN(CC(=O)O)Cc1ccccn1,224.216,0.0528,90.73,4,2,6,1,0.3,0,0,2,2,4,2,,3,4.344720933333335,3.870279066666665
681,O=C(O)CN(CC(=O)O)c1cc(C(=O)O)c(O)cc1C(=O)O,1.61,O=C(O)CN(CC(=O)O)c1cc(C(=O)O)c(O)cc1C(=O)O,313.218,-0.2358,172.67,6,5,7,1,0.166667,0,0,4,4,8,4,,3,3.9333740952380882,-2.323374095238088
682,O=C(O)CN(CC(=O)O)c1ccc(N(CC(=O)O)CC(=O)O)cc1,2.1,O=C(O)CN(CC(=O)O)c1ccc(N(CC(=O)O)CC(=O)O)cc1,340.288,-0.3622,155.68,6,4,10,1,0.285714,0,0,4,4,8,4,,2,3.379773000000009,-1.279773000000009
683,O=C(O)CN(CCCCCCN(CC(=O)O)CC(=O)O)CC(=O)O,2.41,O=C(O)CN(CCCCCCN(CC(=O)O)CC(=O)O)CC(=O)O,348.352,-0.5108,155.68,6,4,15,0,0.714286,0,0,4,4,8,4,,5,6.224217999999986,-3.814217999999986
684,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,2.6500000000000004,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,292.244,-2.0712,155.68,6,4,11,0,0.6,0,0,4,4,8,4,,3,4.3296713333333345,-1.6796713333333342
685,O=C(O)CN(CCN(CC(=O)O)Cc1ccccn1)Cc1ccccn1,5.63,O=C(O)CN(CCN(CC(=O)O)Cc1ccccn1)Cc1ccccn1,358.398,0.95,106.86,6,2,11,2,0.333333,0,0,2,2,4,2,,5,6.817690069841267,-1.187690069841267
686,O=C(O)CN(CCO)CC(=O)O,8.7075,O=C(O)CN(CCO)CC(=O)O,177.156,-1.5501,98.07,4,3,6,0,0.666667,0,0,2,2,4,2,,3,5.16254719047618,3.54495280952382
687,O=C(O)CN(CCO)CCO,8.237566666666666,O=C(O)CN(CCO)CCO,163.173,-1.6424,81.0,4,3,6,0,0.833333,0,0,1,1,2,1,,1,7.528368388095261,0.7091982785714048
688,O=C(O)CN(CCOc1ccccc1)CC(=O)O,8.49,O=C(O)CN(CCOc1ccccc1)CC(=O)O,253.254,0.5366,87.07,4,2,8,1,0.333333,0,0,2,2,4,2,,5,4.966764795238092,3.5232352047619084
689,O=C(O)CN(CP(=O)(O)O)CP(=O)(O)O,2.0,O=C(O)CN(CP(=O)(O)O)CP(=O)(O)O,263.079,-1.3566,155.6,4,5,6,0,0.75,0,0,1,1,2,1,,3,8.29444193333333,-6.29444193333333
690,O=C(O)CN1C(C(=O)O)CCCC1C(=O)O,2.71,O=C(O)CN1C(C(=O)O)CCCC1C(=O)O,231.204,-0.5367,115.14,4,3,4,0,0.666667,0,0,3,3,6,3,,3,3.2930983333333357,-0.5830983333333357
691,O=C(O)CN1CCCCC1,10.2,O=C(O)CN1CCCCC1,143.186,0.5569,40.54,2,1,2,0,0.857143,0,0,1,1,2,1,,1,6.868273166666657,3.3317268333333425
692,O=C(O)CN1CCOCC1,7.53,O=C(O)CN1CCOCC1,145.158,-0.5968,49.77,3,1,2,0,0.833333,0,0,1,1,2,1,,5,6.035588295238082,1.4944117047619185
693,O=C(O)CNC(=O)c1ccccc1O,3.41,O=C(O)CNC(=O)c1ccccc1O,195.174,0.2066,86.63,3,3,3,1,0.111111,0,0,1,1,2,1,,4,4.656092287301582,-1.2460922873015816
694,O=C(O)CNCC(=O)O,9.46,O=C(O)CNCC(=O)O,133.103,-1.2548,86.63,3,3,4,0,0.5,0,0,2,2,4,2,,2,3.8037816333333168,5.656218366666684
695,O=C(O)CNCCNCC(=O)O,6.483333333333333,O=C(O)CNCCNCC(=O)O,176.172,-1.6652,98.66,4,4,7,0,0.666667,0,0,2,2,4,2,,4,5.7333075714285595,0.7500257619047739
696,O=C(O)CNc1ccc(Cl)cc1,4.04,O=C(O)CNc1ccc(Cl)cc1,185.61,1.8365,49.33,2,2,3,1,0.125,0,0,1,1,2,1,,3,3.7096310444444582,0.3303689555555418
697,O=C(O)CNc1cccc(Cl)c1,3.93,O=C(O)CNc1cccc(Cl)c1,185.61,1.8365,49.33,2,2,3,1,0.125,0,0,1,1,2,1,,2,3.8242040047618895,0.10579599523811067
698,O=C(O)CNc1cccc([N+](=O)[O-])c1,3.752,O=C(O)CNc1cccc([N+](=O)[O-])c1,196.162,1.0913,92.47,4,2,4,1,0.125,0,0,1,1,2,1,,3,3.6264123666666643,0.12558763333333545
699,O=C(O)CNc1ccccc1,4.39,O=C(O)CNc1ccccc1,151.165,1.1831,49.33,2,2,3,1,0.125,0,0,1,1,2,1,,4,4.6816928422466235,-0.29169284224662384
700,O=C(O)CO,3.995,O=C(O)CO,76.051,-0.9367,57.53,2,2,1,0,0.5,0,0,1,1,2,1,,5,8.087410854603197,-4.092410854603197
701,O=C(O)COC(C(=O)O)c1ccccc1,2.87,O=C(O)COC(C(=O)O)c1ccccc1,210.185,0.9135,83.83,3,2,5,1,0.2,0,0,2,2,4,2,,5,3.2902446121212097,-0.42024461212120956
702,O=C(O)COc1cc(Cl)c(Cl)cc1Cl,2.833,O=C(O)COc1cc(Cl)c(Cl)cc1Cl,255.484,3.1102,46.53,2,1,3,1,0.125,0,0,1,1,2,1,,5,3.1029083333333336,-0.2699083333333334
703,O=C(O)COc1ccc(Cl)cc1,3.009,O=C(O)COc1ccc(Cl)cc1,186.594,1.8034,46.53,2,1,3,1,0.125,0,0,1,1,2,1,,5,3.3071496904761744,-0.29814969047617446
704,O=C(O)COc1ccc(Cl)cc1Cl,2.9130000000000003,O=C(O)COc1ccc(Cl)cc1Cl,221.039,2.4568,46.53,2,1,3,1,0.125,0,0,1,1,2,1,,5,2.9071906571428534,0.005809342857146849
705,O=C(O)COc1ccc([N+](=O)[O-])cc1,2.81,O=C(O)COc1ccc([N+](=O)[O-])cc1,197.146,1.0582,89.67,4,1,4,1,0.125,0,0,1,1,2,1,,3,3.4894236469841267,-0.6794236469841266
706,O=C(O)COc1cccc(Br)c1,3.04,O=C(O)COc1cccc(Br)c1,231.045,1.9125,46.53,2,1,3,1,0.125,0,0,1,1,2,1,,3,2.9374262333333325,0.10257376666666751
707,O=C(O)COc1cccc(Cl)c1,3.04,O=C(O)COc1cccc(Cl)c1,186.594,1.8034,46.53,2,1,3,1,0.125,0,0,1,1,2,1,,3,3.2709097958333433,-0.23090979583334326
708,O=C(O)COc1cccc([N+](=O)[O-])c1,2.91,O=C(O)COc1cccc([N+](=O)[O-])c1,197.146,1.0582,89.67,4,1,4,1,0.125,0,0,1,1,2,1,,3,3.4894236469841267,-0.5794236469841265
709,O=C(O)COc1ccccc1,3.090666666666667,O=C(O)COc1ccccc1,152.149,1.15,46.53,2,1,3,1,0.125,0,0,1,1,2,1,,2,4.103842898809529,-1.0131762321428623
710,O=C(O)COc1ccccc1C(=O)O,2.51,O=C(O)COc1ccccc1C(=O)O,196.158,0.8482,83.83,3,2,4,1,0.111111,0,0,2,2,4,2,,3,2.8717782233333313,-0.36177822333333154
711,O=C(O)COc1ccccc1O,3.02,O=C(O)COc1ccccc1O,168.148,0.8556,66.76,3,2,3,1,0.125,0,0,1,1,2,1,,4,3.910407035642132,-0.8904070356421321
712,O=C(O)COc1ccccc1OCC(=O)O,2.4,O=C(O)COc1ccccc1OCC(=O)O,226.184,0.6134,93.06,4,2,6,1,0.2,0,0,2,2,4,2,,4,4.614853852380946,-2.2148538523809465
713,O=C(O)CP(=O)(c1ccccc1)c1ccccc1,3.62,O=C(O)CP(=O)(c1ccccc1)c1ccccc1,260.229,2.0851,54.37,2,1,4,2,0.071429,0,0,1,1,2,1,,3,3.738627446666663,-0.1186274466666628
714,O=C(O)CS,3.557,O=C(O)CS,92.119,0.0008,37.3,2,2,1,0,0.5,0,0,1,1,2,1,,4,5.7167537536141735,-2.1597537536141735
715,O=C(O)CS(=O)(=O)C(F)(F)F,1.88,O=C(O)CS(=O)(=O)C(F)(F)F,192.114,0.0056,71.44,3,1,2,0,0.666667,0,0,1,1,2,1,,3,3.5198697999999964,-1.6398697999999965
716,O=C(O)CS(=O)(=O)c1ccc(Br)cc1,2.519,O=C(O)CS(=O)(=O)c1ccc(Br)cc1,279.111,1.3074,71.44,3,1,3,1,0.125,0,0,1,1,2,1,,4,2.672889366666665,-0.15388936666666497
717,O=C(O)CS(=O)(=O)c1ccc(Cl)cc1,2.424,O=C(O)CS(=O)(=O)c1ccc(Cl)cc1,234.66,1.1983,71.44,3,1,3,1,0.125,0,0,1,1,2,1,,2,2.6987714333333184,-0.27477143333331844
718,O=C(O)CS(=O)(=O)c1ccc(F)cc1,2.479,O=C(O)CS(=O)(=O)c1ccc(F)cc1,218.205,0.684,71.44,3,1,3,1,0.125,0,0,1,1,2,1,,4,2.5110621700000064,-0.03206217000000633
719,O=C(O)CS(=O)(=O)c1ccc([N+](=O)[O-])cc1,2.33,O=C(O)CS(=O)(=O)c1ccc([N+](=O)[O-])cc1,245.212,0.4531,114.58,5,1,4,1,0.125,0,0,1,1,2,1,,2,4.017266566666657,-1.6872665666666569
720,O=C(O)CS(=O)(=O)c1cccc(Br)c1,2.523,O=C(O)CS(=O)(=O)c1cccc(Br)c1,279.111,1.3074,71.44,3,1,3,1,0.125,0,0,1,1,2,1,,2,2.678443100000002,-0.15544310000000205
721,O=C(O)CS(=O)(=O)c1cccc(Cl)c1,2.454,O=C(O)CS(=O)(=O)c1cccc(Cl)c1,234.66,1.1983,71.44,3,1,3,1,0.125,0,0,1,1,2,1,,5,2.6067320190476093,-0.15273201904760914
722,O=C(O)CS(=O)(=O)c1cccc(F)c1,2.432,O=C(O)CS(=O)(=O)c1cccc(F)c1,218.205,0.684,71.44,3,1,3,1,0.125,0,0,1,1,2,1,,2,2.5347712666666804,-0.10277126666668046
723,O=C(O)CS(=O)(=O)c1cccc([N+](=O)[O-])c1,2.362,O=C(O)CS(=O)(=O)c1cccc([N+](=O)[O-])c1,245.212,0.4531,114.58,5,1,4,1,0.125,0,0,1,1,2,1,,2,4.017266566666657,-1.6552665666666568
724,O=C(O)CS(=O)(=O)c1ccccc1,2.513,O=C(O)CS(=O)(=O)c1ccccc1,200.215,0.5449,71.44,3,1,3,1,0.125,0,0,1,1,2,1,,4,2.9640830319047633,-0.4510830319047634
725,O=C(O)CS(=O)C(F)(F)F,2.06,O=C(O)CS(=O)C(F)(F)F,176.115,0.3395,54.37,2,1,2,0,0.666667,0,0,1,1,2,1,,3,4.257882976190473,-2.197882976190473
726,O=C(O)CS(=O)c1ccc(Br)cc1,2.657,O=C(O)CS(=O)c1ccc(Br)cc1,263.112,1.6413,54.37,2,1,3,1,0.125,0,0,1,1,2,1,,5,2.899281415476193,-0.24228141547619275
727,O=C(O)CS(=O)c1ccc(Cl)cc1,2.664,O=C(O)CS(=O)c1ccc(Cl)cc1,218.661,1.5322,54.37,2,1,3,1,0.125,0,0,1,1,2,1,,5,2.821103466666672,-0.15710346666667174
728,O=C(O)CS(=O)c1ccc(F)cc1,2.653,O=C(O)CS(=O)c1ccc(F)cc1,202.206,1.0179,54.37,2,1,3,1,0.125,0,0,1,1,2,1,,5,3.0442072999999943,-0.39120729999999426
729,O=C(O)CS(=O)c1cccc(Br)c1,2.674,O=C(O)CS(=O)c1cccc(Br)c1,263.112,1.6413,54.37,2,1,3,1,0.125,0,0,1,1,2,1,,5,2.899281415476193,-0.22528141547619285
730,O=C(O)CS(=O)c1cccc(Cl)c1,2.663,O=C(O)CS(=O)c1cccc(Cl)c1,218.661,1.5322,54.37,2,1,3,1,0.125,0,0,1,1,2,1,,3,2.7477775333333283,-0.08477753333332849
731,O=C(O)CS(=O)c1cccc(F)c1,2.675,O=C(O)CS(=O)c1cccc(F)c1,202.206,1.0179,54.37,2,1,3,1,0.125,0,0,1,1,2,1,,5,3.0442072999999943,-0.36920729999999446
732,O=C(O)CS(=O)c1ccccc1,2.732,O=C(O)CS(=O)c1ccccc1,184.216,0.8788,54.37,2,1,3,1,0.125,0,0,1,1,2,1,,2,3.3755788286363604,-0.6435788286363602
733,O=C(O)CSC(C(=O)O)c1ccccc1,2.98,O=C(O)CSC(C(=O)O)c1ccccc1,226.253,1.6301,74.6,3,2,5,1,0.2,0,0,2,2,4,2,,4,3.314416507936512,-0.334416507936512
734,O=C(O)CSC(F)(F)F,2.95,O=C(O)CSC(F)(F)F,160.116,1.324,37.3,2,1,2,0,0.666667,0,0,1,1,2,1,,4,3.4784430499999974,-0.5284430499999972
735,O=C(O)CSC(SCC(=O)O)C(SCC(=O)O)SCC(=O)O,2.89,O=C(O)CSC(SCC(=O)O)C(SCC(=O)O)SCC(=O)O,390.482,0.9098,149.2,8,4,13,0,0.6,0,0,4,4,8,4,,5,4.647212933333327,-1.7572129333333266
736,O=C(O)CSC(SCC(=O)O)c1ccccc1,3.09,O=C(O)CSC(SCC(=O)O)c1ccccc1,272.347,2.3208,74.6,4,2,7,1,0.272727,0,0,2,2,4,2,,1,4.118655222222241,-1.0286552222222412
737,O=C(O)CSCC(=O)O,3.1950000000000003,O=C(O)CSCC(=O)O,150.155,-0.1112,74.6,3,2,4,0,0.5,0,0,2,2,4,2,,4,3.4780130190476175,-0.2830130190476172
738,O=C(O)CSCCSCC(=O)O,3.175,O=C(O)CSCCSCC(=O)O,210.276,0.622,74.6,4,2,7,0,0.666667,0,0,2,2,4,2,,4,4.163703733333332,-0.988703733333332
739,O=C(O)CSCc1ccccc1,3.708,O=C(O)CSCc1ccccc1,182.244,2.0044,37.3,2,1,4,1,0.222222,0,0,1,1,2,1,,2,4.001205081746051,-0.2932050817460512
740,O=C(O)CSSCC(=O)O,3.06,O=C(O)CSSCC(=O)O,182.222,0.537,74.6,4,2,5,0,0.5,0,0,2,2,4,2,,5,3.5743053809523784,-0.5143053809523783
741,O=C(O)CSc1ccc(Br)cc1,3.54,O=C(O)CSc1ccc(Br)cc1,247.113,2.6258,37.3,2,1,3,1,0.125,0,0,1,1,2,1,,2,3.5807738095237998,-0.04077380952379972
742,O=C(O)CSc1ccc(Cl)cc1,3.53,O=C(O)CSc1ccc(Cl)cc1,202.662,2.5167,37.3,2,1,3,1,0.125,0,0,1,1,2,1,,1,3.5582043999999793,-0.02820439999997948
